StackOverflow Post link,Comment,Viral,Kosta,Note,Kosta Note
,"""provided the implementation doesn't change"" - and there's the problem. This is a disastrous way to implement a warning-free ""if (false)"" because the implementation can and does change. See my answer to this question: as of API21 isUserAGoat() returns true if a user has a specific app installed. Good luck diagnosing that when your code suddenly starts behaving oddly on ""random"" devices! – Mark Whitaker Nov 5 '14 at 12:29",1,1,,
,@MarkWhitaker Or if goats start using devices. – thedayturns Feb 18 '16 at 1:51,1,1,,
,@thedayturns If goats start using Android devices this will be the least of our problems. – Szymon Drosdzol Feb 29 '16 at 13:16,1,1,,
,"@djechlin No it isn't, did you actually try it? – user253751 Mar 19 '16 at 22:02",5,5,Changed mine to match yours.,
,@immibis what's that referring to? – djechlin Mar 20 '16 at 1:22,5,5,,
,@djechlin if(false) {/* stuff */} not compiling. – user253751 Mar 20 '16 at 2:26,5,5,,
,"@immibis guess you're right. Certainly gives this answer a long run of misinformation (and I had at least one chance to read a JLS citation and realize this). It's maybe material enough to keep around if the ""Eclipse warning/error"" happens but I will have trouble checking given my lack of Eclipse environment. At the least, I brought it up to being technically factual. – djechlin Mar 20 '16 at 2:46",5,5,,
,"@djechlin could you please remove the aforementioned misleading comment (stackoverflow.com/questions/13375357/…) - a lot of people his this answer, and, since newbies usually believe highly-upvoted things, we're actually educating newcomers that if(false){} is a compiler error in Java... – user719662 May 13 '16 at 23:59",,,Removed these ratings.,
,have you tried using /* and */ for commenting out code? – BlueWizard Nov 15 '16 at 8:17,,,,
,"@JonasDralle this is obviously a ridiculous answer, but that won't work for code that already has /* */ inside of it. It's also easy to mess up blocks that way if if ends in } } } } } } } }. – djechlin Nov 15 '16 at 13:06",,,,
https://stackoverflow.com/a/8710685/5749570,"So i+=j compiles as I checked myself, but it would result in loss of precision right? If that's the case, why doesn't it allow it to happen in i=i+j also? Why bug us there? – bad_keypoints Sep 22 '12 at 6:07",1,1,,
,"@ronnieaka: I'm guessing that the language designers felt that in one case (i += j), it is safer to assume that the loss of precision is desired as opposed to the other case (i = i + j) – Lukas Eder Sep 22 '12 at 8:31",1,1,,
,"No, its right there, infront of me! Sorry i didn't notice it earlier. As in your answer, E1 op= E2 is equivalent to E1 = (T)((E1) op (E2)), so that's kind of like implicit down typecasting (down from long to int). Whereas in i = i+j, we have to do it explicitly, ie, provide the (T) part in E1 = ((E1) op (E2)) Isn't it? – bad_keypoints Sep 22 '12 at 14:52",1,1,,
,I'd assume that this is used to avoid an explicit cast and/or f postfix in the situation of adding a double literal to a short? – nanofarad Aug 12 '13 at 14:28,4,4,I think yours is correct. I changed mine to match yours.,
,So is E1 op1 op2 op3 = E2 valid and equivalent to E1 = T(E1 op3 (E1 op2 (E1 op1 E2)))? – Hans Feb 25 '14 at 0:28,,5,This would become group 6 with a total upvote of 4.,ok
,"@Hans: You can't have several ""ops"" to the left of an assignment operator... I'm sure this is covered elsewhere in the JLS – Lukas Eder Feb 25 '14 at 6:53",,5,,
,"A likely reason to why the Java compiler adds a typecast is because if you're trying to perform arithmetic on incompatible types, there is no way of performing a typecast of the result using the contracted form. A typecast of the result is generally more accurate than a typecast of the problematic argument. No typecast would make the contraction useless when using incompatible types, as it would always cause the compiler to throw an error out. – ThePyroEagle Dec 22 '15 at 21:04",2,2,I think yours is correct. I changed mine to match yours.,
,"Why is 3 + 4.6 rounded to 7, not 8? – pyb Apr 2 '16 at 21:14",3,3,,
,It's not rounded. It's cast (= truncated) – Lukas Eder Apr 3 '16 at 12:40,3,3,,
,"The Puzzle 9 in the book ""Java Puzzlers"" (Joshua Bloch, Neal Gafter) covers exactly this issue. In the solution the authors highlight 2 phrases: ""Compound assignment expressions automatically cast the result of the computation they perform to the type of the variable on their left-hand side."" --- ""Do not use compound assignment operators on variables of type byte, short, or char."" – Stefan Neuhaus Oct 15 '16 at 17:11",,,,
,"Does this issue persist in Java today (Java 8, or 9)? – Nikos Jul 13 '17 at 22:32",5,,This should be group 5 with a total  upvote of 5,ok
,"@RestlessC0bra: I really really really hope that the JLS won't break incompatibly on that level :), so without trying (you could try this yourself), I'll say yes, the ""issue"" persists – Lukas Eder Jul 14 '17 at 10:20",5,,,
https://stackoverflow.com/a/157985/5749570,"That will be backed by the original input array, which is why you (probably) want to wrap it in a new ArrayList. – Bill the Lizard Oct 1 '08 at 14:46",1,2,This is group 1 because it is talking about Arrays not returing an object wrapping an inner array.,ok
,"Be careful with this solution. If you look, Arrays ISN'T returning a true java.util.ArrayList. It's returning an inner class that implements the required methods, but you cannot change the memebers in the list. It's merely a wrapper around an array. – Mikezx6r Oct 1 '08 at 14:47",1,1,,
,You can cast the List<Element> item to an ArrayList<Element> – monksy Oct 9 '09 at 22:48,2,3,This will auto align if you fix the above.,ok
,"@Mikezx6r: little correction: it's a fixed-size list. You can change the elements of the list (set method), you cannot change the size of the list (not add or remove elements)! – user85421-Banned Dec 4 '09 at 13:10",1,1,,
,"Yes, with the caveat that it depends on what you want to do with the list. It's worth notng that if the OP simply wants to iterate through the elements, the array doesn't have to be converted at all. – PaulMurrayCbr May 5 '13 at 9:23",3,4,This will auto align if you fix the above.,ok
,"@monksy No, you can't. As was said, it is a different kind of ArrayList. – glglgl Feb 22 '15 at 17:05",2,3,This will auto align if you fix the above.,ok
,"This does not work if array element is of primitive type in Java 8. For details, see stackoverflow.com/q/2607289/431698 – Jingguo Yao Feb 4 '16 at 7:05",4,5,This will auto align if you fix the above.,ok
https://stackoverflow.com/a/363692/5749570,"For calls where max value is Integer.MAX_VALUE it is possible to overflow ,resulting into a java.lang.IllegalArgumentException. You can try with : randInt(0, Integer.MAX_VALUE). Also, if nextInt((max-min) + 1) returns the most high value (quite rare, I assume) won't it overflow again( supposing min and max are high enough values)? How to deal with this kind of situations? – Daniel Aug 12 '14 at 10:34",1,1,,
,@momo the RANDOM class supports nextLong. You could use that instead of nextInt for longs. – Moishe Lipsker Jun 17 '15 at 17:18,4,4,My bad. Fixed.,
